Recipe Name,Ingredients,Cost to Make,Npc Value,Profit,Type,Table
Rock Maple Short Bowstave,"Wood Rasp, (8)Rock Maple Timber, Wax",1378,170,-1293,Production,Carpentry
Rock Maple Strip,"Cubit Measure, (4)Rock Maple Timber, Wax",690,24,-678,Refining,Milling
Rock Maple Timber,"Cubit Measure, (4)Maple Timber, (4)Creosote, Pine Resin",172,70,-137,Refining,Milling
Round Shield,"Smithing Hammer, (2)Metal Sheet, Metal Binding, Strap, Chunk of Coal",178,53,-151.5,Production,Blacksmithing
Royal Elderberry,,0,,0,Gathering,Gathering
Royal Purple Dye,"Tanning Knife, Royal Elderberry, (2)Chunk of Coal",6,500,244,Refining,Tanning
Ruby Fragment,,1,1,-0.5,Gathering,Gathering
Ruby,"Mortar and Pestle, (400)Ruby Fragment, (10)Mandrake Root",420,200,-320,Production,Alchemy
Rusted Iron Large Greenhouse,"Smelting Tongs, Stone Chisel, (10)Granite Block, (50)Iron Ingot",1200,,-1200,Refining,Smelting
Sack of Flour,"Cooking Pot, Sack of Wheat Grain",8,3,-6.5,Production,Cooking
Sack of Salt,"Mortar and Pestle, Salt Ingot",0,2,1,Production,Cooking
Sack of Sugar,,6,6,-3,Gathering,Gathering
Sack of Wheat Grain,,8,8,-4,Gathering,Gathering
Sack,"Tailoring Scissors, (5)Piece of Canvas Fabric, Coil of Rope",350,,-350,Production,Tailoring
Salmon Fillet,"Cleaver, Salmon",3,3,-1.5,Refining,Butchery
Salmon Trophy,"Tanning Knife, Salmon, (3)Wax",9,5,-6.5,Refining,Tanning
Salmon,,3,3,-1.5,Gathering,Gathering
Salt Ingot,,0,,0,Gathering,Gathering
Sapphire Fragment,,1,1,-0.5,Gathering,Gathering
Sapphire,"Mortar and Pestle, (400)Sapphire Fragment, (10)Mandrake Root",420,200,-320,Production,Alchemy
Sheep Carcass,,3,3,-1.5,Gathering,Gathering
Sheet Mold,,0,,0,Tool,Tool
Sheet of Iron Chain Links,"Smithing Hammer, (2)Coil of Iron Wire",98,10,-93,Production,Blacksmithing
Shelf,"Carpentry Hammer, (6)Wooden Boards",18,20,-8,Production,Carpentry
Shingle-Roof Two-Story w/Balcony Village Home,"Carpentry Hammer, (120)Wooden Timber, (50)Granite Block",490,,-490,Production,Carpentry
Short Bow of Long Shot/Rock Maple Short Bow with Supple Leather Bow String,"Carpentry Hammer, Rock Maple Short Bowstave, Supple Leather Bow String, (5)Wax",1990,150,-1915,Production,Carpentry
Short Bow,"Carpentry Hammer, Wooden Short Bowstave, Bowstring, (5)Wax",70,30,-55,Production,Carpentry
Short Corner Hedge,"Carpentry Hammer, (7)Plant, (7)Maple Wood",49,15,-41.5,Production,Carpentry
Short Corner Hedge,"Carpentry Hammer, (7)Plant, (7)Pine Wood",49,,-49,Production,Carpentry
Short Corner Stone Wall,"Smelting Tongs, Stone Chisel, (14)Granite Block",70,15,-62.5,Refining,Smelting
Short Kilt,"Tailoring Scissors, (3)Bolt of Cloth, (2)Strap, (6)Wax",208,,-208,Production,Tailoring
Short Little Hedge,"Carpentry Hammer, (3)Plant, (3)Maple Wood",21,5,-18.5,Production,Carpentry
Short Little Hedge,"Carpentry Hammer, (3)Plant, (3)Pine Wood",21,,-21,Production,Carpentry
Short Little Stone Wall,"Smelting Tongs, Stone Chisel, (6)Granite Block",30,5,-27.5,Refining,Smelting
Short Long Hedge,"Carpentry Hammer, (6)Plant, (6)Pine Wood",42,25,-29.5,Production,Carpentry
Short Long Hedge,"Carpentry Hammer, (6)Plant, (6)Maple Wood",42,,-42,Production,Carpentry
Short Long Stone Wall,"Smelting Tongs, Stone Chisel, (12)Granite Block",60,25,-47.5,Refining,Smelting
Short Medium Hedge,"Carpentry Hammer, (4)Plant, (4)Maple Wood",28,10,-23,Production,Carpentry
Short Medium Hedge,"Carpentry Hammer, (4)Plant, (4)Pine Wood",28,,-28,Production,Carpentry
Short Medium Stone Wall,"Smelting Tongs, Stone Chisel, (8)Granite Block",40,15,-32.5,Refining,Smelting
Shortsword Blade Mold,,0,,0,Tool,Tool
Shortsword,"Smithing Hammer, Metal Shortsword Blade, Metal Hilt, Chunk of Coal",52,130,13,Production,Blacksmithing
Silver Candlestick,"Smithing Hammer, (2)Silver Ingot, (3)Wax",36,10,-31,Production,Blacksmithing
Silver Ingot,"Smelting Tongs, Ingot Mold, Chunk of Coal, (4)Silver Ore",15,1,-14.5,Refining,Smelting
Silver Ore,,3,3,-1.5,Gathering,Gathering
Simple Tiara,"Smithing Hammer, Wire Pliers, Edged Chisel, (2)Coil of Metal Wire, (3)Chunk of Coal",107,100,-57,Production,Blacksmithing
Sinew,,1,1,-0.5,Gathering,Gathering
Skull Candle,"Smithing Hammer, (3)Wax, Skull",6,2,-5,Production,Blacksmithing
Skull,,0,,0,Gathering,Gathering
Small Bag,"Tailoring Scissors, Coil of Rope, (2)Leather",86,10,-81,Production,Tailoring
Small Cabinet,"Carpentry Hammer, Dresser, (2)Wooden Boards, Iron Binding",71,60,-41,Production,Carpentry
Small Plain Longboat,"Carpentry Hammer, (50)Wooden Boards, (5)Metal Binding",280,100,-230,Production,Carpentry
Small Rough Stone Paver,"Smelting Tongs, Stone Chisel, (3)Granite Block",15,5,-12.5,Refining,Smelting
Small Rough Wood Paver,"Carpentry Hammer, Wood Chisel, (3)Pine Wood",15,5,-12.5,Production,Carpentry
Small Rough Wood Paver,"Carpentry Hammer, Wood Chisel, (3)Maple Wood",15,,-15,Production,Carpentry
Small Rug,"Loom Shuttle, (9)Spool of Cotton Thread",180,1,-179.5,Refining,Textiles
Small Writing Desk,"Carpentry Hammer, (16)Wooden Boards",48,,-48,Production,Carpentry
Smelling Salts,"Mortar and Pestle, (2)Creosote, (10)Sack of Salt, (10)Curing Salt",22,100,28,Production,Alchemy
Smelting Tongs,,0,,0,Tool,Tool
Smithing Hammer,,0,0,0,Tool,Tool
Sooty Bark,,40,40,-20,Gathering,Gathering
Sorcery Gem,"Mortar and Pestle, Ruby, (10)Mandrake Root",440,100,-390,Production,Alchemy
Sorcery Jewel,"Mortar and Pestle, Ruby, (5)Mandrake Root",430,100,-380,Production,Alchemy
Spear Head Mold,,0,,0,Tool,Tool
Spear,"Carpentry Hammer, Metal Spear Head, Wooden Handle, (3)Wax",10,53,16.5,Production,Carpentry
Spool of Carapacian Thread,"Loom Shuttle, (4)Spool of Cotton Thread, (4)Wax, Beetle Carapace",128,,-128,Refining,Textiles
Spool of Cotton Thread,"Loom Shuttle, (2)Wax, (4)Raw Cotton",20,10,-15,Refining,Textiles
Spool of Cotton Thread,"Loom Shuttle, Wax, Raw Cotton, (12)Fabric Scrap",6,,-6,Refining,Textiles
Spool of Fustian Thread,"Loom Shuttle, (4)Spool of Cotton Thread, (4)Wax, Suet",128,,-128,Refining,Textiles
Spool of Thread,,10,20,0,Gathering,Gathering
SStrap,,0,,0,Gathering,Gathering
Staff,"Carpentry Hammer, (2)Heartwood, (2)Strap, (5)Wax",40,50,-15,Production,Carpentry
Stag Head,,5,5,-2.5,Gathering,Gathering
Stone Castle Wall Stairs Left,"Smelting Tongs, Stone Chisel, (48)Granite Block",240,10,-235,Refining,Smelting
Stone Castle Wall Stairs Right,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (48)Granite Block",265,1,-264.5,Refining,Smelting
Stone Chisel,,0,1,0.5,Tool,Tool
Stone Corner Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (50)Granite Block",275,1,-274.5,Refining,Smelting
Stone Corner Tower Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (70)Granite Block, (5)Iron Ingot, (10)Wooden Boards",520,1,-519.5,Refining,Smelting
Stone Inward Corner Castle Wall,"Smelting Tongs, Stone Chisel, (50)Granite Block",250,1,-249.5,Refining,Smelting
Stone Inward Corner Tower Castle Wall,"Smelting Tongs, Stone Chisel, (70)Granite Block, (5)Iron Ingot, (10)Wooden Boards",495,1,-494.5,Refining,Smelting
Stone Ladder Corner Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (50)Granite Block, (10)Wooden Boards",305,1,-304.5,Refining,Smelting
Stone Ladder Corner Tower Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (70)Granite Block, (5)Iron Ingot, (20)Wooden Boards",550,1,-549.5,Refining,Smelting
Stone Ladder Inward Corner Castle Wall,"Smelting Tongs, Stone Chisel, (50)Granite Block, (10)Wooden Boards",280,1,-279.5,Refining,Smelting
Stone Ladder Inward Corner Tower Castle Wall,"Smelting Tongs, Stone Chisel, (70)Granite Block, (5)Iron Ingot, (20)Wooden Boards",525,1,-524.5,Refining,Smelting
Stone Ladder Left Junction Castle Wall,"Smelting Tongs, Stone Chisel, (68)Granite Block, (10)Wooden Boards",370,1,-369.5,Refining,Smelting
Stone Ladder Long Gated Castle Wall,"Smelting Tongs, Stone Chisel, (80)Granite Block, (10)Iron Ingot, (10)Wooden Boards",660,1,-659.5,Refining,Smelting
Stone Ladder Right Junction Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (68)Granite Block, (10)Wooden Boards",395,1,-394.5,Refining,Smelting
Stone Ladder Straight Tower Castle Wall,"Smelting Tongs, Stone Chisel, (60)Granite Block, (5)Iron Ingot, (20)Wooden Boards",475,1,-474.5,Refining,Smelting
Stone Left Junction Castle Wall,"Smelting Tongs, Stone Chisel, (68)Granite Block",340,1,-339.5,Refining,Smelting
Stone Long Gated Castle Wall,"Smelting Tongs, Stone Chisel, (80)Granite Block, (10)Iron Ingot",630,1,-629.5,Refining,Smelting
Stone Right Junction Castle Wall,"Smelting Tongs, Stone Chisel, Protractor Angle Finder, (68)Granite Block",365,1,-364.5,Refining,Smelting
Stone Short Gated Castle Wall,"Smelting Tongs, Stone Chisel, (50)Granite Block, (10)Iron Ingot",480,1,-479.5,Refining,Smelting
Stone Straight Castle Wall,"Smelting Tongs, Stone Chisel, (45)Granite Block",225,1,-224.5,Refining,Smelting
Stone Straight Castle Wall,"Smelting Tongs, Stone Chisel, (45)Granite Block, (10)Wooden Boards",255,,-255,Refining,Smelting
Stone Straight Tower Castle Wall,"Smelting Tongs, Stone Chisel, (60)Granite Block, (10)Wooden Boards, (5)Iron Ingot",445,1,-444.5,Refining,Smelting
Stone Wedge Castle Wall,"Smelting Tongs, Stone Chisel, (9)Granite Block",45,1,-44.5,Refining,Smelting
Strap,,5,5,-2.5,Gathering,Gathering
Sturdy Bench,"Carpentry Hammer, (6)Wooden Boards, (2)Wooden Pole",42,20,-32,Production,Carpentry
Sturdy Chair,"Carpentry Hammer, (3)Wooden Boards",9,11,-3.5,Production,Carpentry
Sturdy Stool,"Carpentry Hammer, Wooden Boards, Wooden Pole",15,10,-10,Production,Carpentry
Sturdy Table,"Carpentry Hammer, (5)Wooden Boards",15,19,-5.5,Production,Carpentry
Suet,,40,40,-20,Gathering,Gathering
Sulfurous Ash,,3,3,-1.5,Gathering,Gathering
Summoning Whistle,"Mortar and Pestle, Animal whistle, (2)Silver Ingot",42,1,-41.5,Production,Alchemy
Supple Leather Bow String,"Tailoring Scissors, (5)Supple Leather, Curing Salt",602,45,-579.5,Production,Tailoring
Supple Leather Straps,"Tanning Knife, Supple Leather, Curing Salt",122,24,-110,Refining,Tanning
Supple Leather,"Tanning Knife, (4)Leather, (4)Curing Salt, Suet",120,40,-100,Refining,Tanning
Table,"Carpentry Hammer, (4)Wooden Boards, (2)Wooden Pole",36,30,-21,Production,Carpentry
Tabor Drum,"Carpentry Hammer, (8)Wooden Boards, (4)Yard of Leather, (4)Wax",184,,-184,Production,Carpentry
Tailoring Scissors,,0,,0,Tool,Tool
Tall Corner Hedge,"Carpentry Hammer, (9)Plant, (9)Maple Wood",63,25,-50.5,Production,Carpentry
Tall Corner Hedge,"Carpentry Hammer, (9)Plant, (9)Pine Wood",63,,-63,Production,Carpentry
Tall Corner Stone Wall,"Smelting Tongs, Stone Chisel, (18)Granite Block",90,25,-77.5,Refining,Smelting
Tall Little Hedge,"Carpentry Hammer, (5)Plant, (5)Pine Wood",35,10,-30,Production,Carpentry
Tall Little Hedge,"Carpentry Hammer, (5)Plant, (5)Maple Wood",35,,-35,Production,Carpentry
Tall Little Stone Wall,"Smelting Tongs, Stone Chisel, (10)Granite Block",50,10,-45,Refining,Smelting
Tall Long Hedge,"Carpentry Hammer, (12)Plant, (12)Maple Wood",84,50,-59,Production,Carpentry
Tall Long Hedge,"Carpentry Hammer, (12)Plant, (12)Pine Wood",84,,-84,Production,Carpentry
Tall Long Stone Wall,"Smelting Tongs, Stone Chisel, (24)Granite Block",120,50,-95,Refining,Smelting
Tall Medium Hedge,"Carpentry Hammer, (8)Plant, (8)Pine Wood",56,25,-43.5,Production,Carpentry
Tall Medium Hedge,"Carpentry Hammer, (8)Plant, (8)Maple Wood",56,,-56,Production,Carpentry
Tall Medium Stone Wall,"Smelting Tongs, Stone Chisel, (16)Granite Block",80,35,-62.5,Refining,Smelting
Tall Silver Candlestick,"Smithing Hammer, (3)Silver Ingot, (4)Wax",53,15,-45.5,Production,Blacksmithing
Taming Collar,"Mortar and Pestle, Animal Collar, Silver Ingot",51,20,-41,Production,Alchemy
Taming Whistle,"Mortar and Pestle, Animal whistle, (2)Silver Ingot",42,1,-41.5,Production,Alchemy
Tanning Knife,,0,,0,Tool,Tool
Tea Leaves,,3,3,-1.5,Gathering,Gathering
Teleport Scroll,"Mortar and Pestle, (5)Wood Pulp, (10)Mandrake Root, (10)Black Pearl",75,15,-67.5,Production,Alchemy
Tempestry Gem,"Mortar and Pestle, Sapphire, (10)Mandrake Root",440,210,-335,Production,Alchemy
Tempestry Jewel,"Mortar and Pestle, Sapphire, (5)Mandrake Root",430,75,-392.5,Production,Alchemy
Tent,"Tailoring Scissors, (16)Piece of Canvas Fabric, (6)Coil of Rope, (4)Wooden Pole",1308,,-1308,Production,Tailoring
Thaumaturgy Gem,"Mortar and Pestle, Diamond, (10)Mandrake Root",440,100,-390,Production,Alchemy
Thaumaturgy Jewel,"Mortar and Pestle, Diamond, (5)Mandrake Root",430,100,-380,Production,Alchemy
Theurgy Gem,"Mortar and Pestle, Citrine, (10)Mandrake Root",440,100,-390,Production,Alchemy
Theurgy Jewel,"Mortar and Pestle, Citrine, (5)Mandrake Root",430,100,-380,Production,Alchemy
Tin,,40,40,-20,Gathering,Gathering
Tomato,,2,4,0,Gathering,Gathering
Tombstone,"Smelting Tongs, Stone Chisel, (7)Granite Block",35,10,-30,Refining,Smelting
Tool Engraving Kit - Gold,"Mortar and Pestle, (2)Gold Ingot, (10)Mandrake Root",66,45,-43.5,Production,Alchemy
Tool Engraving Kit - Heavy Iron,"Mortar and Pestle, Meteoric Iron Ingot, White Iron Ingot, (10)Mandrake Root",404,45,-381.5,Production,Alchemy
Tool Engraving Kit - Silver,"Mortar and Pestle, (2)Silver Ingot, (10)Mandrake Root",50,45,-27.5,Production,Alchemy
Tool Engraving Kit - True Bronze,"Mortar and Pestle, Bronze Ingot, Constantan Ingot, (10)Mandrake Root",284,45,-261.5,Production,Alchemy
Torch,,0,,0,Gathering,Gathering
Triangle Shield,"Smithing Hammer, Metal Sheet, Metal Binding, Strap, Chunk of Coal",106,53,-79.5,Production,Blacksmithing
Trout Fillet,"Cleaver, Trout",3,3,-1.5,Refining,Butchery
Trout Trophy,"Tanning Knife, Trout, (3)Wax",9,5,-6.5,Refining,Tanning
Trout,,3,3,-1.5,Gathering,Gathering
True Bronze Ingot,"Mortar and Pestle, Constantan Ingot, Bronze Ingot, (10)Mandrake Root",284,,-284,Production,Alchemy
Trunk,"Carpentry Hammer, Wood Chisel, (5)Wooden Boards",15,15,-7.5,Production,Carpentry
Tungsten,,100,100,-50,Gathering,Gathering
Two-handed Mace Head Mold,,0,,0,Tool,Tool
Two-handed Mace,"Smithing Hammer, Metal Two-handed Mace Head, Wooden Handle, Chunk of Coal",7,115,50.5,Production,Blacksmithing
Two-handed Sword Blade Mold,,0,,0,Tool,Tool
Two-handed Sword of Greater Haste,"Smithing Hammer, Bronze Two-handed Sword Blade, Bronze Hilt, Chunk of Coal",933,115,-875.5,Production,Blacksmithing
Two-handed Sword,"Smithing Hammer, Metal Two-handed Sword Blade, Metal Hilt, (5)Chunk of Coal",64,115,-6.5,Production,Blacksmithing
Uncut Gem,"Mortar and Pestle, (400)Gem Fragment, (10)Mandrake Root",20,200,80,Production,Alchemy
Vanilla Bean,,10,10,-5,Gathering,Gathering
Venison Meat,"Cleaver, Deer Carcass",5,10,0,Refining,Butchery
Walking Cane,"Carpentry Hammer, Heartwood, Metal Binding, (5)Wax",46,1,-45.5,Production,Carpentry
Wall Candle,"Smithing Hammer, (2)Iron Ingot, (3)Chunk of Coal, (4)Wax",63,5,-60.5,Production,Blacksmithing
Wall Shelf,"Carpentry Hammer, (2)Wooden Boards",6,10,-1,Production,Carpentry
Wall Torch,"Smithing Hammer, (2)Iron Ingot, (3)Chunk of Coal, Torch",55,100,-5,Production,Blacksmithing
Wand,"Carpentry Hammer, Heartwood, Strap, (3)Wax",21,125,41.5,Production,Carpentry
War Hammer Head Mold,,0,,0,Tool,Tool
War Hammer,"Smithing Hammer, Metal War Hammer Head, Wooden Handle, Chunk of Coal",7,130,58,Production,Blacksmithing
Wardrobe,"Carpentry Hammer, (14)Wooden Boards",42,35,-24.5,Production,Carpentry
Wax,,2,2,-1,Gathering,Gathering
Wearable Coconut,"Tailoring Scissors, (2)Leather, Coconut",41,110,14,Production,Tailoring
Wedge of Cheese,,6,6,-3,Gathering,Gathering
White Iron Binding,"Smithing Hammer, White Iron Ingot, Chunk of Coal",195,25,-182.5,Production,Blacksmithing
White Iron Core,"Smelting Tongs, Core Mold, (3)White Iron Ingot, Chunk of Coal",579,1,-578.5,Refining,Smelting
White Iron Dagger Blade,"Smithing Hammer, Dagger Blade Mold, (2)White Iron Ingot, Chunk of Coal",387,20,-377,Production,Blacksmithing
White Iron Great Axe Blade,"Smithing Hammer, Great Axe Head Mold, (6)White Iron Ingot, Chunk of Coal",1155,30,-1140,Production,Blacksmithing
White Iron Halberd Blade,"Smithing Hammer, Halberd Blade Mold, (6)White Iron Ingot, Chunk of Coal",1155,30,-1140,Production,Blacksmithing
White Iron Hand Axe Blade,"Smithing Hammer, Hand Axe Head Mold, (3)White Iron Ingot, Chunk of Coal",579,30,-564,Production,Blacksmithing
White Iron Heavy War Hammer Head,"Smithing Hammer, Heavy War Hammer Head Mold, (6)White Iron Ingot, Chunk of Coal",1155,10,-1150,Production,Blacksmithing
White Iron Hilt,"Smithing Hammer, Chunk of Coal, (2)White Iron Ingot",387,10,-382,Production,Blacksmithing
White Iron Ingot,"Smelting Tongs, Ingot Mold, (2)Iron Ingot, Tin, Tungsten, (2)Chunk of Coal",192,100,-142,Refining,Smelting
White Iron Longsword Blade,"Smithing Hammer, Longsword Blade Mold, (3)White Iron Ingot, Chunk of Coal",579,370,-394,Production,Blacksmithing
White Iron Mace Head,"Smithing Hammer, Mace Head Mold, (3)White Iron Ingot, Chunk of Coal",579,30,-564,Production,Blacksmithing
White Iron Sheet,"Smithing Hammer, Sheet Mold, (3)White Iron Ingot, Chunk of Coal",579,190,-484,Production,Blacksmithing
White Iron Shortsword Blade,"Smithing Hammer, Shortsword Blade Mold, (3)White Iron Ingot, Chunk of Coal",579,30,-564,Production,Blacksmithing
White Iron Shortsword with Bronze Hilt,"Smithing Hammer, White Iron Shortsword Blade, Bronze Hilt, Chunk of Coal",849,110,-794,Production,Blacksmithing
White Iron Shortsword with Constantan Hilt,"Smithing Hammer, White Iron Shortsword Blade, Constantan Hilt, Chunk of Coal",849,110,-794,Production,Blacksmithing
White Iron Shortsword with Copper Hilt,"Smithing Hammer, White Iron Shortsword Blade, Copper Hilt, Chunk of Coal",631,110,-576,Production,Blacksmithing
White Iron Shortsword with Iron Hilt,"Smithing Hammer, White Iron Shortsword Blade, Iron Hilt, Chunk of Coal",631,110,-576,Production,Blacksmithing
White Iron Shortsword with Meteoric Iron Hilt,"Smithing Hammer, White Iron Shortsword Blade, Meteoric Iron Hilt, Chunk of Coal",969,110,-914,Production,Blacksmithing
White Iron Shortsword with White Iron Hilt,"Smithing Hammer, White Iron Shortsword Blade, White Iron Hilt, Chunk of Coal",969,110,-914,Production,Blacksmithing
White Iron Spear Head,"Smithing Hammer, Spear Head Mold, (3)White Iron Ingot, Chunk of Coal",579,70,-544,Production,Blacksmithing
White Iron Two-handed Mace Head,"Smithing Hammer, Two-handed Mace Head Mold, (6)White Iron Ingot, Chunk of Coal",1155,30,-1140,Production,Blacksmithing
White Iron Two-handed Sword Blade,"Smithing Hammer, Two-handed Sword Blade Mold, (5)White Iron Ingot, Chunk of Coal",963,50,-938,Production,Blacksmithing
